ts,foot,|v|_mean,|a|_mean,vz_mean,az_mean,|v|_std,|a|_std,vz_std,az_std,|v|_min,|a|_min,vz_min,az_min,|v|_max,|a|_max,vz_max,az_max,label_pass
1.3093268515182432e+16,right,5240637.762711864,43083772.95762712,211.58474576271183,306.90677966101697,1910695.2502984228,20926461.265331414,2719.2881714565374,2061.351680795748,1191333,16176699,-4638,-2555,8861066,91007243,4560,4459,yes
1.3096018224280156e+16,right,5485274.264,33409971.728,-1370.232,-597.864,2604017.129671677,12337917.684889222,3214.4769356670586,1385.633966608554,1516722,18267377,-9266,-3652,10421109,66867518,2087,2325,yes
1.3097534169513228e+16,left,2693584.60483871,20809273.18548387,293.8790322580645,252.5241935483871,1119605.9738069132,7508284.872621424,3112.868101047028,2436.022108860481,416951,8901000,-9236,-9388,5116261,39180321,4140,4132,yes
1.3100364331868338e+16,right,4107718.3387096776,37749950.83064516,-1020.1532258064516,146.51612903225808,3169010.6965243304,17897130.933979616,4157.572871229439,1058.8761912308848,284654,9174622,-9120,-1443,11569150,70051283,9626,2965,yes
1.3101979381252368e+16,right,3076455.880952381,32534983.52380952,697.9047619047619,-446.3333333333333,310784.3234804172,954851.6197761226,285.7768880313255,219.10112006333543,2752810,31812280,129,-841,3841122,34470611,957,-302,no
1.310216246647641e+16,right,5813242.698412699,32627953.41269841,166.4920634920635,17.952380952380953,3128203.087068778,8578774.882553091,376.0622749138967,335.1615608768418,1104839,17705278,-893,-465,8997439,43760535,1114,1140,no
1.3102178106541472e+16,right,1135973.134920635,9457306.055555556,-971.8174603174604,912.4920634920636,1056818.458191895,6167503.812380117,4244.198833044076,3449.2232882109133,47132,1818287,-9979,-9910,3596529,21747696,8578,9097,no
1.3102178717918078e+16,left,3086094.223140496,13701528.38016529,1253.809917355372,33.049586776859506,1518552.727377439,7669000.588993069,3192.342599393246,3057.91077058406,242641,2825025,-5614,-6515,5104874,30540259,9781,9600,no
1.3102178725914974e+16,right,4704200.260162601,22612684.47154472,-1233.3902439024391,-433.0650406504065,2473460.506962657,9836650.489670068,4191.040949442518,3908.494454054449,494836,3119478,-9726,-8812,7939717,38302476,4897,9748,no
1.3102178973102574e+16,left,6063590.6147540985,29227852.80327869,-65.94262295081967,480.7049180327869,2895512.7608816177,10046586.49712039,2868.2971372846027,1582.0557433342651,1034169,2697759,-8294,-2730,10073781,48983028,3447,4163,no
1.3102179233355058e+16,right,4348445.418032787,23453027.901639342,-151.2622950819672,16.549180327868854,2521412.249045436,10418138.067999406,3707.849642576546,2417.149407440898,226395,4149744,-9329,-7596,8203601,42834125,5643,4344,no
1.3102179561534492e+16,right,3647698.573770492,17342861.655737706,-1585.8360655737704,-1118.655737704918,1535205.7299540134,6557150.817927333,2998.0747275671697,1647.2440834881274,1780781,4924950,-7295,-3881,6594929,32598587,3106,2320,no
1.3102179678263332e+16,left,4365072.795081968,23152079.83606557,-1578.795081967213,-447.9672131147541,2253131.0995219904,8165788.358969962,3023.44169530922,1702.2436867746258,1066357,5951546,-9599,-3760,8062324,39398746,1474,5595,no
1.3102179817764754e+16,left,3693230.5203252034,17576695.983739838,-720.9268292682926,-420.5284552845528,1696869.4865081597,3835069.07173464,3112.4691114952443,1890.4614421742629,452819,8456731,-7685,-3705,6099345,23854165,4791,3622,no
1.3102180132023356e+16,left,2589135.0,12293827.591666669,1065.9416666666666,-1450.9833333333331,1240599.6531974352,6917690.948879107,3147.8330049131782,5032.306250756264,461024,4358979,-2760,-9972,4228544,29718653,7476,6967,no
1.3102180582565004e+16,left,4633855.286885246,24086404.98360656,-1486.188524590164,-1006.2868852459015,2329378.997418884,8190540.13926176,3390.0236556184013,1769.5875808427406,722639,7235549,-9682,-6523,7978021,41408885,2494,1350,no
1.3102180926016784e+16,left,6440285.237704918,28855223.73770492,-408.7704918032787,-6.385245901639344,3169367.320360742,12188050.576307137,2063.881226109125,1424.041092165957,1348066,5944747,-5581,-2114,11208856,58120083,2809,6253,no
1.3102181752282808e+16,right,3026843.132231405,13310900.834710743,1101.8429752066115,-1020.5123966942148,1724644.899971614,5173184.291048645,3391.277109507726,4500.739732006475,585500,5252214,-2403,-9884,5212111,20990922,7166,8248,no
1.3105768300666746e+16,left,4121764.491803279,22157568.25409836,-1612.827868852459,-139.68032786885246,1904384.746450554,7902148.530763163,2644.7549643333064,1621.4532114124945,729805,4949456,-7721,-3338,6681858,36815037,2064,2590,yes
1.313416899626524e+16,right,5180598.266129033,39153413.78225806,-1649.6209677419354,165.31451612903226,3502517.198958681,22726491.503284656,4071.19375552232,2020.3824131577976,841214,4316225,-9961,-3274,13861810,86129847,5569,4485,yes
1.3155845294928036e+16,left,4930934.860655738,32198548.163934425,47.51639344262295,546.344262295082,2966605.9639318897,11088988.17445708,3038.92484857165,2008.1030799432456,968846,9390121,-5129,-1775,10405207,48750991,8600,7529,yes
1.3161988938097724e+16,left,4809329.552845528,33298438.56097561,-1873.5691056910568,478.4227642276423,3110167.226283537,14435778.335911185,1794.6133840061796,2273.318539153972,991216,2441809,-6723,-2315,10673847,61842673,1898,9085,yes
1.316578140312197e+16,right,1545220.1643835616,19559404.356164385,-656.4246575342465,-996.3698630136986,898525.8523606414,5364814.656716689,4315.182366810005,891.6966273291936,373366,6988494,-6333,-2645,3820631,28973233,9287,-216,yes
1.3169674851557608e+16,right,4892739.854961832,41265564.89312977,1008.6870229007634,752.5114503816794,2269705.120655379,24099341.091094952,2138.256892834296,1747.4237316532026,1599957,11167949,-2906,-3271,9818312,84519738,4332,3294,yes
1.3174142092351024e+16,right,4218102.4,30573809.424,-1603.744,-985.312,2809717.78049121,17229850.457812857,3002.5179188957927,2258.0051623415948,266093,6604413,-9992,-9098,10159536,68364412,1449,798,yes
1.3177080801322096e+16,right,5364260.831932773,45242391.50420168,164.49579831932772,260.873949579832,2519641.112582401,25813036.211855885,3671.874212871635,2760.458281636332,940354,11932210,-6825,-6318,8905623,112334792,6477,5625,yes
1.3180712161709266e+16,right,3887198.016129032,33725474.11290322,970.9112903225806,439.733870967742,1789550.376731191,6817106.70449438,2095.261844094586,745.2243303752689,306789,11286464,-1148,-546,6297421,46643270,9109,2310,yes
1.318228766119581e+16,left,7475578.0,28545895.0,873.0,594.0,0.0,0.0,0.0,0.0,7475578,28545895,873,594,7475578,28545895,873,594,no
1.3182559526979172e+16,right,5463076.968503937,26755904.433070865,555.2677165354331,912.7086614173228,2618315.8701847275,9914042.297626676,1202.8264692218147,1240.7526332786388,1086079,3760943,-3709,-2756,9416203,45207327,2069,6357,no
1.319259390081078e+16,right,3417627.424,20119932.44,719.104,1501.84,2529945.586441675,10022450.70149726,3364.1782916198804,2657.514763106507,273243,3828941,-5303,-1789,8171162,38582246,9276,8942,yes
1.3217605621786482e+16,right,4969729.549180328,31253227.59016393,243.9672131147541,-120.5655737704918,3294613.756065409,11659983.06689253,2616.759234526195,2813.118856763097,284301,8405427,-3267,-8183,10422760,55495243,5082,3760,yes
1.3221634349886802e+16,left,4647096.601626016,34180832.959349595,-2299.357723577236,-384.4878048780488,3257167.140652952,18855722.955674432,2377.4252056983537,2062.0525400990023,860564,7167678,-8809,-6338,11651689,66800380,2054,3889,yes
1.3237673467947704e+16,right,2425623.5934959347,17142832.983739838,-225.7479674796748,262.7154471544715,1495973.696049126,7459864.805289123,1419.8034820925848,2104.5080244378646,448311,3530606,-3201,-7167,4707434,34289720,2881,6682,yes
1.3257630450789068e+16,right,4334766.478632479,29012161.786324788,983.6410256410256,476.948717948718,1524173.722625558,10524982.030395169,1145.348670459383,733.8642273908927,594960,7620404,-1006,-1096,6452204,57937532,5107,1721,yes
1.3261550412004022e+16,right,2218393.4455445544,9621379.702970296,2297.7821782178216,-634.8712871287129,564624.0906307395,3278587.44736522,2621.835603557021,2297.676568463744,1162869,1240056,-546,-4335,2973051,14400331,8242,6005,yes
1.3265319929714042e+16,right,2637213.770491803,17040354.13114754,3216.754098360656,330.89344262295083,1624170.4338307134,5785032.740378967,3373.7280341076043,1099.0773576679958,435479,6435719,-847,-2708,5187281,28142370,9985,3508,yes
1.326766314639595e+16,right,2508656.8777777776,17193539.7,-508.3444444444444,279.9,1171610.7782260336,7433847.61962301,2992.5339837786155,485.3379466638789,652265,4610129,-5209,-1536,4212772,27082597,7176,1715,yes
1.3276570879179786e+16,right,3860517.25,29408479.08870968,266.4193548387097,-631.8467741935484,1694476.0101610404,10893255.559968416,2250.947089187468,1341.8355347609604,381117,9330817,-8198,-5246,6219883,51504815,5189,1097,yes
1.3278076392727206e+16,right,4161187.918918919,20006365.58108108,-1417.6351351351352,865.6216216216217,1795761.79291582,4257856.468952703,1597.236522524325,1329.925033449102,901488,10401460,-5999,-622,6422749,28377133,550,2781,yes
1.3279220330243096e+16,right,2808047.093220339,20498876.949152544,3097.042372881356,621.4237288135594,1307840.5631995315,4265186.178822857,4147.585742804564,1193.4383094263774,904390,11232487,-6995,-2148,5242917,30789966,9985,1890,yes
1.3281720776339176e+16,right,4162403.9,27760926.353846155,-1421.076923076923,-848.1692307692308,2720174.5740014235,13099181.093421431,2631.6137284454185,2378.443159424208,626684,1703921,-8025,-8665,8951099,48674702,2607,2467,yes
1.3285494343530664e+16,right,6089862.638655462,40395155.571428575,-3050.55462184874,-461.109243697479,3637205.5229539466,16060850.94927839,3193.6027519473064,2170.7831547425067,566744,6650106,-8789,-5436,11400056,74846423,1450,3861,yes
1.3286555419533996e+16,right,3516375.214285714,23315411.030612245,-3972.591836734694,-2669.673469387755,2294711.0748586124,14091642.464948464,2849.4690257296124,4958.266445008905,508281,2890146,-9172,-9984,6622717,47381692,2724,1976,no
1.3286593921733842e+16,left,3053879.24590164,13073054.827868853,144.3032786885246,147.22131147540983,1615413.3875563922,5620636.687637061,2830.9607658311184,3722.173257726432,506747,1832679,-4589,-9289,5281142,22885274,5379,8716,no
1.3286593929723264e+16,right,3158762.62295082,12823590.950819671,-2117.0409836065573,-705.8196721311475,1757547.8893359243,5034254.039634941,2774.382624786943,1654.2154416954563,316001,3056753,-9017,-3123,5760929,22888419,1024,4675,no
1.328659423183129e+16,right,4823914.442622951,30910082.893442623,-682.5,106.54918032786884,2670160.9624441704,14268231.189027488,3684.4049324974544,1943.9671761269085,555594,4651494,-9982,-4139,8460460,57962774,4012,4706,no
1.3286595042385586e+16,right,4513796.8130081305,26041315.85365854,-148.15447154471545,-483.6747967479675,2620427.9970396226,12043382.403222838,2532.3103137497355,2822.914147971668,474693,5159810,-5319,-9756,8294789,54440801,4099,3622,no
1.3286595578871418e+16,left,6226256.818181818,29700595.049586777,-302.21487603305786,-250.4297520661157,2569886.0200422346,12516997.460573358,4140.400162235956,4378.466291268452,1195179,2134049,-9813,-9572,9394479,53939470,5191,5633,no
1.328659567125409e+16,left,4324789.426229509,17407086.295081966,-938.2377049180328,-705.172131147541,1516592.5363692204,5974238.96227257,2449.781363337015,2529.922315119424,1623844,8226294,-7426,-6933,6812185,31383497,1672,4487,no
1.328659567462647e+16,right,2824028.0157480314,12065966.2992126,-1316.1023622047244,-307.43307086614175,1185561.4436313445,8069060.696425486,2355.501462583386,3117.813345438254,520960,2182657,-6920,-8185,4469994,28801726,1229,4803,no
1.3286596089765252e+16,right,5611141.512,30971052.68,-1370.136,-247.664,2783656.8012988186,8945721.75198564,4067.31042809024,3271.3319398048093,1010449,8426046,-9883,-6551,10075620,47679733,4472,6314,no
1.328659624841476e+16,left,4718800.048780488,25726740.73170732,-1765.5772357723577,-8.577235772357724,2281738.013770348,9500097.850177726,2872.546437034598,1249.9043767236565,1223665,11374410,-8374,-2775,8110273,40285649,1353,2971,no
1.3286596314275198e+16,left,4304570.31147541,27567889.360655736,-12.991803278688524,365.6967213114754,2130743.2177003524,12340458.81466509,903.5931258715624,1630.879212705663,693765,3523718,-2236,-2047,7430264,53048927,2324,9057,no
1.3286596706189626e+16,left,1719355.7603305783,8027469.0661157025,-2632.8347107438017,-2303.413223140496,1261077.8100958588,3188585.328151153,3256.4430757784057,3880.89188990843,114298,1725967,-9996,-9701,3839863,17150230,4363,2094,no
1.3286597343794568e+16,left,4526521.650406504,26429498.162601627,654.1463414634146,183.26829268292684,1711844.8664483945,11585302.111594897,1062.9187674876614,1721.7037457369854,1687127,1719170,-3289,-8900,7942016,51609881,2849,3252,yes
1.3286597349472196e+16,left,4049545.388429752,15555161.347107438,557.5123966942149,1043.685950413223,2153316.834443069,7427190.549352866,3157.7286038007933,2273.4280871005426,112909,1785149,-9951,-3694,6754663,30849161,5077,9279,no
1.3286815759403926e+16,right,5830866.333333333,23101998.57575757,-525.4242424242424,251.8181818181818,833178.5061646703,6963016.09816315,297.2108921186089,612.8725119542326,4022442,6111712,-1166,-309,6810007,31313945,-111,1933,no
1.330472388218953e+16,left,4001479.1300813006,25541474.33333333,-1293.7235772357724,-210.03252032520325,1647421.581050367,8202704.6989757875,3143.819214082292,2389.056878650143,1476353,9818597,-8276,-4022,7070197,41565475,3839,5409,yes
1.3306940390428692e+16,right,2454244.253968254,14740115.142857144,-1170.7380952380952,-1095.3253968253969,744552.4332753248,5137119.444132279,4759.334822730708,3254.7081142968627,961028,3191798,-9949,-7892,3569526,23408429,4760,3693,yes
1.3312851428597498e+16,right,5336071.8,22243485.716666665,-231.6833333333333,-2162.133333333333,2770414.516751323,15873685.233064111,1069.6343821988526,1642.8233702953887,786530,1959884,-1794,-4396,8261330,50226922,1841,330,yes
1.33259199285509e+16,right,3539477.380952381,24223906.71428572,123.36507936507935,959.452380952381,2446580.36931532,9659475.851878816,3095.594683037622,2433.226396723964,78891,3657608,-5300,-3194,7754191,43120933,8529,9840,yes
1.3327593850311144e+16,right,1640410.81300813,9949658.365853658,-3140.2601626016262,-891.5121951219512,720079.6502238581,6465307.00973041,4557.37480307414,3380.375355930345,578808,2861639,-9996,-7144,3036880,28043161,4102,5332,yes
1.333371228879593e+16,left,4702059.041322314,36808111.38842975,-1630.5619834710744,-235.7603305785124,3721531.290215448,20953043.95751141,3533.74455050296,1635.204452175086,144340,4893559,-9968,-3601,10876055,81754272,3117,2617,yes
1.3349827390066454e+16,right,1875635.567567568,22435188.18918919,-1047.3513513513512,-74.64864864864865,188374.46049447783,1726744.454180529,158.67668319507374,58.79163593961692,1694577,14921677,-1336,-316,2374893,24472452,-544,-22,yes
1.3356258822433542e+16,right,2599693.1393442624,15893918.204918033,468.12295081967216,-513.655737704918,1288394.0770202512,3448186.1612738054,2274.8948956844256,1330.6844555240802,158185,5801445,-7110,-3620,4928374,23037450,6720,1840,yes
1.3363198117013044e+16,left,1682349.5531914893,16809698.489361703,-1937.595744680851,-1895.2978723404256,1091250.5275911428,6376715.380877869,2459.334928298038,620.6276947012252,808622,2182118,-4725,-3006,4092120,29589227,1286,-673,yes
1.3366968734345536e+16,right,4555998.065040651,34502491.62601626,2250.1056910569105,1137.1951219512196,2140099.269151833,14782468.999008058,2858.734741945012,2308.2382241268497,375370,2127059,-1042,-1642,8083433,59632064,9929,7733,yes
1.3393471338790338e+16,left,3059363.5901639345,18603454.163934425,-1709.4098360655737,-842.2295081967213,1478668.05455306,6839243.923422792,3062.2180443768875,1574.3648321074172,814485,309787,-8576,-4583,5616673,32748126,1295,1375,yes
1.339600432570053e+16,right,4839069.523809524,25800707.825396825,502.8809523809524,288.94444444444446,2692172.3137557763,11839425.767285297,2969.2568083131987,3754.996846455252,806342,6209779,-4173,-7758,8214319,46730958,5576,7155,yes
1.339743450608571e+16,right,2512238.319672131,17799105.524590164,4175.598360655737,895.3688524590164,1474699.184207557,5974443.1600966295,3684.299827310198,1993.9895065119235,636805,5024467,-2656,-3734,5396778,29112122,9734,6572,yes
1.3399967370848958e+16,right,3788527.4098360655,26347336.852459017,-511.09016393442624,397.5245901639344,2511317.5083501646,9324481.001554156,2885.3554259314465,2236.76117018518,168276,9501915,-5037,-4640,8195438,46936348,8168,4099,yes
1.3403160808932288e+16,left,4292545.479338843,16674354.603305783,-318.8595041322314,480.07438016528926,1651669.5203255962,9705835.022156743,1162.5864720941915,1491.3264351201433,802105,1228562,-4533,-1101,7173264,36443210,1414,5966,yes
1.3405008873331688e+16,right,854664.0,5635940.0,1272.0,2025.0,0.0,0.0,0.0,0.0,854664,5635940,1272,2025,854664,5635940,1272,2025,no
1.3405154314452878e+16,right,2850795.909090909,10438575.581818182,2207.036363636364,-61.0,753931.3925597502,4233024.008190208,877.3633261429418,846.6754373998907,2013997,870461,-356,-712,3760467,14220239,2865,3394,no
1.3405247048686722e+16,right,2684387.37254902,10168218.598039215,-587.5588235294117,-738.343137254902,1237109.563785257,6019505.209787618,2095.1636981983315,2201.3265239962625,343646,777704,-3697,-7759,4148085,18966295,2324,3168,no
1.340528552789622e+16,left,1150213.1693548388,6825328.29032258,1134.725806451613,2018.8467741935483,914941.8701946212,4094570.2806632505,2550.5098369290213,2527.6034635626493,202892,1621737,-4529,-3501,3349355,18438326,6111,9539,no
1.340528569208482e+16,right,2810938.062015504,13695696.23255814,-982.813953488372,231.093023255814,1486851.0924572048,6413754.338246609,3321.493942790093,2332.534496803653,265674,2377855,-7576,-4125,4921612,27866036,5149,5030,no
1.3405285713178742e+16,right,1395378.3740458016,5227240.9389312975,-865.2290076335878,-1368.1679389312976,515714.7142445556,2899325.8507500747,2181.4548799610616,4105.0403373876325,289656,646979,-5725,-9934,2156385,12089205,2200,6730,no
1.3405285926735726e+16,left,1987169.1538461533,10402302.276923075,-925.1846153846154,-931.7692307692308,984863.6614262946,4561418.3540171925,3021.572917519203,2050.4496710013345,539218,3148292,-8203,-6376,3437375,21945400,4488,3382,no
1.3405286563902638e+16,left,308520.256,3201323.776,2209.2,3488.104,177449.26576670754,1953254.0839272416,6305.7577989766505,3326.7769125977698,14626,692038,-9709,-1976,787555,8370915,9966,9629,no
1.3405286777338556e+16,right,4020190.723577236,15726608.2601626,-877.829268292683,-188.5121951219512,2194538.0427515768,8056917.657536071,1918.014208341179,2609.070050916181,264745,2168601,-7059,-7964,6964445,29590242,2140,8589,no
1.3405287198257414e+16,left,3205051.772357724,15984631.861788616,-968.2926829268292,39.46341463414634,1694604.8274488407,6729143.886159468,3846.2754577956457,2121.160122926405,812673,2589819,-9276,-3337,6043939,28577516,3397,4536,no
1.3405287371197482e+16,left,3091868.379844961,13904797.217054265,-1517.9457364341083,-10.465116279069768,1588187.0701029936,5935698.471078673,2228.319035415477,1773.592562809098,512567,1789452,-8024,-4233,5341646,22604129,601,6613,no
1.3405287614456904e+16,left,2199678.701612904,10784338.056451611,1138.3709677419354,166.1290322580645,1842521.566584688,6453694.037368257,2684.2232997745764,917.0767535125956,134200,701437,-1541,-1186,4792082,27067116,9761,3984,no
1.3405288165653114e+16,left,3529312.168,17845732.68,-1880.656,164.408,1791931.330952916,9910266.442399403,3555.264016565278,2385.052522232257,741606,2114088,-8873,-4333,6478240,43503173,2300,8665,no
1.3405295213455246e+16,right,4062009.25,17708689.120689657,-30.04310344827586,-822.3362068965517,2140809.0067842635,10818724.594994295,2211.403317558456,3093.037749650757,483139,1800287,-6605,-7908,7027857,43800006,4052,3135,no
1.3410235785242546e+16,left,3356576.4554455443,24766565.18811881,-598.7128712871287,-155.68316831683168,2351540.5485260147,9345660.769329123,1569.8797427614236,1172.5418195586294,185021,8818273,-8092,-2971,6663295,52180618,4244,2402,yes
1.3411482381142166e+16,right,2907335.2375,19387657.4625,-2330.1125,-1539.075,1617909.5014439586,6376332.532669283,2672.0832767367965,1232.2842202053423,575881,10726063,-8189,-4227,5475455,35086573,1010,333,yes
1.3413058516740434e+16,right,2112438.805084746,13396151.63559322,1663.1525423728813,584.6610169491526,956649.4817950688,5852746.947893727,2769.8346386111016,1835.08973776402,796499,669608,-1939,-6639,3996298,27005127,7269,5011,yes
1.3417223067371824e+16,left,3277872.9677419355,21136161.95967742,-2089.4193548387098,-870.3467741935484,2163010.6427335977,6247983.018002456,2907.253564126529,1350.7719024426492,96806,3108049,-9563,-8616,7044233,33365440,7672,850,yes
1.3421834000982256e+16,right,3866908.696,32184208.64,-599.712,-474.44,2784046.76834231,15540084.001337964,1659.6230907901563,904.6688166074564,167903,6308684,-4793,-3705,8252533,63489695,2689,804,yes
1.3425089112794294e+16,right,4507523.271317829,27394377.178294573,-270.51162790697674,7.8062015503875966,2547035.631390262,11769914.02382084,1518.2248943887923,1021.453369266674,575796,4776281,-5399,-2225,8513554,45262109,2347,2081,yes
1.3427455771657668e+16,right,3630684.839694656,32395376.84732825,587.4045801526718,900.175572519084,1576390.340452896,14637013.76647889,2612.597410119569,2375.1355993060724,1637896,11188857,-4179,-4272,6752841,68056361,4367,5075,yes
1.3429067488341612e+16,right,1063775.504201681,10132863.151260504,959.2436974789916,509.9915966386554,378731.1684182535,4918272.283741681,5007.134833087523,1963.9130753995696,435467,3462809,-9932,-2928,1797242,19113005,7482,4943,yes
1.3445398955805734e+16,right,2639104.0901639345,15653652.983606558,-920.344262295082,-397.6803278688525,617408.9459336702,5733322.66841554,7214.705320088313,6370.253510616918,1589616,5162121,-9898,-9849,3763311,29098841,9212,9976,yes
1.3447973614785974e+16,right,3356010.5,23722310.785714287,2261.2619047619046,240.88888888888889,1703066.6861482542,9998825.67275487,2288.5441212389032,1659.4510813987729,917896,4297359,118,-6118,6215794,42324879,9650,2835,yes
1.3450073886068488e+16,left,3428121.12295082,28108209.6147541,791.0819672131148,564.7786885245902,2210957.24378552,11375404.304107456,2403.633979472631,1861.5669730752493,166300,2641604,-2786,-1770,6984062,59303583,9652,9761,yes
1.3451144237261476e+16,right,1863828.507936508,14120929.801587302,-5.492063492063492,126.28571428571428,746810.4710594543,4682619.039708796,4586.340065448322,3342.446442609707,391692,4616188,-9512,-7821,2805386,23822867,6741,6537,yes
1.3454969433112242e+16,left,2786941.169354839,14771816.991935484,-1581.3225806451612,-29.68548387096774,1509602.2258700954,6023548.943920485,3147.0965598284943,1748.0388424129244,503085,2116520,-9254,-8993,5113516,29358933,1229,2576,no
1.3454970015593462e+16,right,2481660.870967742,14921707.387096774,-831.3709677419355,39.24193548387097,1522170.23602773,4493611.4812079575,3642.698279513833,2143.1127212802635,340346,3660695,-9523,-4098,5202502,23444751,5851,5379,no
1.3454970561906702e+16,right,3317278.069767442,16246865.093023255,-748.1395348837209,-169.86821705426357,1639377.2533972894,6050751.495146344,2830.0613391767515,2633.3357718272614,542325,4126210,-8110,-5115,6617966,29790902,5008,6167,no
1.3454970980215574e+16,left,3903336.830645161,16178202.177419355,292.43548387096774,-714.6693548387096,1522297.9376010203,5905288.241778875,909.6821766257134,1501.95844898182,1240893,2946430,-1614,-6009,6380201,28125917,2608,1547,no
1.345497116768514e+16,right,3452001.875,17929063.34375,103.96875,443.15625,1841319.015528096,7393180.337993856,3132.242234620206,1629.2643547314308,159327,2230678,-9667,-2608,6232468,32826046,6055,6620,no
1.3454971260853262e+16,right,4317801.652542373,20509525.008474577,-2000.5254237288136,-698.2372881355932,2611708.6719559715,12463462.141579282,4031.087869778829,3267.621303937796,812578,4321349,-9138,-9536,7760320,43406520,2881,4624,no
1.3454971401898116e+16,left,3098868.0687022903,14135297.801526718,393.763358778626,317.57251908396944,1618870.134571047,5174354.970524355,1472.6910471966776,1650.7792613491752,320617,3664012,-1253,-2334,5583348,24025949,5563,8697,no
1.3454971664725982e+16,left,2536297.451612904,12353305.733870968,989.4193548387096,190.3951612903226,1345577.983173105,5655262.985303048,1615.2274983705124,1136.350160868769,219774,657149,-303,-7203,4465690,26429600,7937,6346,no
1.3454971820140688e+16,left,3835721.030769231,16576402.930769231,-861.2307692307693,544.3538461538461,1769962.625759883,5210864.149977635,2462.1276629174367,1048.6167918490926,712785,4973753,-9355,-2831,6426890,25620339,927,1831,no
1.3454972065353746e+16,right,3404455.5725806453,15130286.66935484,-418.6532258064516,-620.1370967741935,1556113.0370922263,6144806.681093608,3084.4563712933714,2358.6880338896594,324255,1716542,-9633,-8683,5698382,24556500,3866,3310,no
1.3454972270284122e+16,left,2247241.408,16622983.928,-1783.728,179.048,1206520.8933325743,6335716.731994555,3115.032315826781,2665.925191506633,353358,5370862,-7537,-6421,4479829,31518960,2596,6653,no
1.345497256493802e+16,left,4034757.048,21557244.8,-403.712,-563.152,2297630.258426982,9125286.227728136,2405.2483870660576,2508.467119821547,437709,6033757,-6979,-6189,7042234,40338619,4730,6531,no
1.345498757901608e+16,right,3617959.2551020407,18120190.7244898,-2501.214285714286,-574.9795918367347,1892928.725439456,8332401.928879046,2679.738209440247,955.2736530212338,885293,2212480,-7214,-4845,5965920,27554076,-159,1266,no
1.3454994308165904e+16,right,2652837.975,18373769.325,-918.325,1311.575,1691912.8409271268,7758864.950307935,2961.183084533374,655.6201774568929,315063,4043790,-7900,49,7198644,28786084,1822,2797,no
1.3460504566793436e+16,left,3423130.9918699185,20530376.886178862,-1423.2113821138212,210.04065040650408,1933371.401406063,7883608.094363752,2324.15978913739,1561.9736065357597,574944,2242102,-8155,-4608,6203791,31268867,1293,3834,yes
1.3463907428281538e+16,left,6594882.8595041325,29087412.88429752,-2160.603305785124,-2252.3223140495866,1425123.3326659913,9785884.04443574,4275.337428163495,2811.656774972353,2644684,10744913,-9634,-8842,8760770,51977740,4342,2899,yes
1.3468903389032056e+16,right,4265509.387096774,23462134.596774194,-517.0,-2171.467741935484,1596172.076840461,9542528.372582696,1802.7790659578168,1344.1123796417817,2837333,6873050,-2535,-5155,7250707,43179294,1501,-401,yes
1.3472384393665164e+16,right,5158912.496124031,33866578.76744186,-1470.6976744186047,99.1937984496124,3217926.665098964,16017290.768907966,2474.9422613361457,1024.6112683409451,1109360,1530050,-8916,-2143,10702730,57784570,1751,2045,yes
1.3474999400714196e+16,left,2594183.0166666666,15707228.408333331,-2898.708333333333,-973.775,817545.2014678303,6796497.886175709,3056.8680418264794,1623.7559398847245,1265716,3083838,-7991,-3946,4256846,32438001,1611,3132,yes
1.3481985131411496e+16,right,1899776.0952380951,10639722.468253968,1086.515873015873,-352.1031746031746,470625.2879724408,7495629.928769815,2119.1098272024583,3298.315940790063,986799,394882,-3649,-7230,3042022,27848220,5772,9742,yes
1.3483935925427402e+16,right,3465114.9672131147,21454898.147540983,-921.2049180327868,-738.0327868852459,2080532.6408919168,10532970.28379414,2313.71558335003,1645.9518130300664,244078,3375211,-5655,-8258,6629829,41137077,2230,1879,yes
1.3496119872365368e+16,right,7628863.91954023,34687372.95402299,927.367816091954,-6.632183908045977,1675952.4959750446,9979663.286891902,1297.064163614718,1220.9357459327407,3896742,18030730,-575,-1246,10169501,49489978,4540,3324,yes
1.3499610958427678e+16,left,4918219.8595041325,40978326.9338843,-1892.3057851239669,-83.49586776859505,3407493.141015893,17535934.943815075,2964.776997917874,1045.3850337233562,722601,12728800,-9812,-2175,11593095,87918831,1382,2029,yes
1.3525398436269068e+16,right,5200100.477272728,31381220.848484848,1191.060606060606,339.6212121212121,3010587.8682359844,17951751.441039253,2693.249848118527,2660.2098537730994,145994,4110571,-3871,-5065,11678093,66596328,6695,6401,yes
1.3528837883272566e+16,right,4262046.45967742,26413430.25806452,-482.5,-114.31451612903226,2681800.9842235097,11529719.156875491,1668.6410248818347,1031.4548283259912,646329,6224257,-5582,-4055,9571595,52617174,2132,1661,yes
1.352992010173405e+16,left,1968224.8790322584,17226055.322580647,-707.733870967742,242.2983870967742,934631.2025353248,7739618.80881559,3454.71679238565,2850.0645320888,495481,4753482,-7657,-6238,4697076,33784598,4889,8723,yes
1.3539693794851142e+16,right,4200768.905660378,17951595.433962263,-957.509433962264,-385.1037735849056,1510830.549671774,8896092.207791675,1377.8736222737452,2385.102884590278,842682,4896185,-4451,-9541,6458435,39208100,487,3715,yes
